,text,label,pred_label
2651,"Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy.""",0, fake.
2652,"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.",1, fake
2653,George Allens flat tax plan would actually shrink revenues further thanthe Perry (flat tax) plan.,0, fake.
2654,"Obama served on a board with former Weather Underground member William Ayers and ""that relationship with Mr. Ayers on this board continued after 9/11.""",1, fake.
2655,"Clinton has ""raised the most money from Washington lobbyists ... from the health industry, drug companies, health insurance companies (and) the defense industry.""",1, fake
2656,SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.,0, fake
2657,Says all my grandparents immigrated to America.,0, fake.
2658,There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.,0, fake.
2659,"For every one ESD superintendent position, we can pay for three speech pathologists, or three special needs instructors, or three classroom teachers.",0, fake
2660,You may have driven the length of a football field in the five seconds it takes to check a text.,1, fake.
2661,Says Donald Trumps polling numbers show that hes the highest with Hispanics that any Republican has ever been.,0, fake.
2662,The City of Milwaukee uses the building inspection area as a revenue base.,0, fake.
2663,Marco Rubio has the No. 1absentee record in the United States Senate.,1, fake.
2664,Says President Obamas deal allows Iran to produce a nuclear weapon.,0, fake.
2665,"Floridas proposed amendment for medical marijuana would allow people who alleged minor ailments such as muscle spasms, neck pain, back pain and even menstrual cramps (to qualify) for government-sanctioned pot-smoking.",1, fake.
2666,The city of Clarkston cant decriminalize marijuana. Only state legislators and Congress can do that.,1, fake.
2667,"In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.",0, fake
2668,"Since 1904, the Ohio victor has won the presidency 25 out of 27 times",1, fake
2669,President Barack Obama has virtually no one in his cabinet with private-sector experience.,0, fake.
2670,There is no planned air-conditioned restaurant out on the Lens.,1, fake
2671,Every other major country has family paid leave.,1, fake.
2672,"In her nearly decade and (a) half in Congress, Tammy Baldwin has sponsored 105 bills. Only three have been enacted into law.",1, fake
2673,"Louisiana gets ""not one single penny"" from Gulf Coast offshore oil revenues.",0, fake.
2674,"The federal government is sending refugees to states with governors who are Republicans, not to the Democrats.",0, fake.
2675,Says Jeb Bush said low-income women should get their life together and find a husband.,1, fake.
2676,"John McCain ""took on the drug industry.""",1, fake.
2677,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",1, fake
2678,Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,1, fake.
2679,"There are 30,000 people that have been killed with seat belts.",0, fake.
2680,"Some of the things that (Megyn Kelly) said, I didnt say.",0, fake.
2681,"A Medicaid provision added to the Senate health carereform bill ""is not a special deal for Nebraska.""",0, fake.
2682,"Says using E-Verify is a fair amount of cost, about $20 per person that does not match.",1, fake.
2683,Says Fulton County government hasnt raised its millage rate since 1991.,1, fake.
2684,I've cast a couple of 99-1 votes and been the lone dissenter.,1, fake
2685,Claims credit for food tax reductions that previous Democrat regimes refused to make.,0, fake.
2686,"In the last year, Wisconsin ranked third in Midwest job growth.",0, real.
2687,"Today, our unemployment rate is 7.8 percent. That is the lowest in five years.",1, real
2688,My wife is going to be the first Hispanic first lady in the history of Texas.,1, fake.
2689,"Under last years health care reform, a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.",0, fake
2690,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit.""",1, fake
2691,"Theres 21 congressmen and senators that have been convicted of felonies that still get their retirement, even in jail. They dont have to wait until theyre 65.",1, fake.
2692,"After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans.",1, fake
2693,Were 49th in the United States in new businesses created.,1, fake.
2694,Ken Cuccinelli tried to shut down state government.,0, fake.
2695,"In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.",0, fake.
2696,"Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.",1, fake.
2697,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,1, fake.
2698,"By allowing brewpubs to sell beer, Georgia could become like Mexico with only a couple of manufacturers controlling all aspects of market.",0, fake.
2699,Members of Congress did not have three days to read the bill when the stimulus was rushed into law.,1, fake.
2700,David Perdue did not support the 2014 farm bill that U.S. Sens. Isakson and Chambliss did.,1, fake.
2701,I became a Republican sooner in my life than Ronald Reagan did in his.,1, fake
2702,Hillary Clinton and her campaign of 2008 startedthe birther controversy.,0, fake.
2703,"In Texas, we teach both creationism and evolution in our public schools.",0, fake.
2704,Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.,0, fake.
2705,Sen. Obama has been to Iraq once.,1, fake.
2706,"In fact, 85 percent of Oregonians voted in 2008.",0, real
2707,PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.,0, fake
2708,"We have lost 600,000 jobs over the period of the last 10 years. Only Michigan and California have done worse.",1, fake.
2709,"Says $57,000 is the mean [income] in our state for a family.",0, fake.
2710,Wisconsins Government Accountability Board wanted to consider Mickey Mouse and Adolf Hitler as valid signatures on recall petitions.,0, fake.
2711,"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts.",1, fake.
2712,President Obama said 22 times he could not authorize immigration reform by executive order.,1, fake.
2713,We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,0, fake
2714,Glen Sturtevant is against smaller class sizes.,0, fake.
2715,SaysBernie Sanders voted for what we call the Charleston Loophole.,1, fake.
2716,There is a Republican plan to end Medicare.,0, fake.
